a1hhid_combined,b1plot_type_2018_1,b1soil_type_2018_1,b1plot_size_2015_1,b1plot_size_2018_1,b1plot_status_2018_1,b1operation_stat_2018_1,b1landname_new_1,b1plot_type_2018_2,b1soil_type_2018_2,b1plot_size_2015_2,b1plot_size_2018_2,b1plot_status_2018_2,b1operation_stat_2018_2,b1landname_new_2,b1plot_type_2018_3,b1soil_type_2018_3,b1plot_size_2015_3,b1plot_size_2018_3,b1plot_status_2018_3,b1operation_stat_2018_3,b1landname_new_3,b1plot_type_2018_4,b1soil_type_2018_4,b1plot_size_2015_4,b1plot_size_2018_4,b1plot_status_2018_4,b1operation_stat_2018_4,b1landname_new_4,b1plot_type_2018_5,b1soil_type_2018_5,b1plot_size_2015_5,b1plot_size_2018_5,b1plot_status_2018_5,b1operation_stat_2018_5,b1landname_new_5,b1plot_type_2018_6,b1soil_type_2018_6,b1plot_size_2015_6,b1plot_size_2018_6,b1plot_status_2018_6,b1operation_stat_2018_6,b1landname_new_6,b1plot_type_2018_7,b1soil_type_2018_7,b1plot_size_2015_7,b1plot_size_2018_7,b1plot_status_2018_7,b1operation_stat_2018_7,b1landname_new_7,b1plot_type_2018_8,b1soil_type_2018_8,b1plot_size_2015_8,b1plot_size_2018_8,b1plot_status_2018_8,b1operation_stat_2018_8,b1landname_new_8,b1plot_type_2018_9,b1soil_type_2018_9,b1plot_size_2015_9,b1plot_size_2018_9,b1plot_status_2018_9,b1operation_stat_2018_9,b1landname_new_9,b1plot_type_2018_10,b1soil_type_2018_10,b1plot_size_2015_10,b1plot_size_2018_10,b1plot_status_2018_10,b1operation_stat_2018_10,b1landname_new_10,b1plot_type_2018_11,b1soil_type_2018_11,b1plot_size_2015_11,b1plot_size_2018_11,b1plot_status_2018_11,b1operation_stat_2018_11,b1landname_new_11,b1plot_type_2018_12,b1soil_type_2018_12,b1plot_size_2015_12,b1plot_size_2018_12,b1plot_status_2018_12,b1operation_stat_2018_12,b1landname_new_12,b1plot_type_2018_13,b1soil_type_2018_13,b1plot_size_2015_13,b1plot_size_2018_13,b1plot_status_2018_13,b1operation_stat_2018_13,b1landname_new_13,b1plot_type_2018_14,b1soil_type_2018_14,b1plot_size_2015_14,b1plot_size_2018_14,b1plot_status_2018_14,b1operation_stat_2018_14,b1landname_new_14,b1plot_type_2018_15,b1soil_type_2018_15,b1plot_size_2015_15,b1plot_size_2018_15,b1plot_status_2018_15,b1operation_stat_2018_15,b1landname_new_15,b1plot_type_2018_16,b1soil_type_2018_16,b1plot_size_2015_16,b1plot_size_2018_16,b1plot_status_2018_16,b1operation_stat_2018_16,b1landname_new_16,b1plot_type_2018_17,b1soil_type_2018_17,b1plot_size_2015_17,b1plot_size_2018_17,b1plot_status_2018_17,b1operation_stat_2018_17,b1landname_new_17,b1plot_type_2018_18,b1soil_type_2018_18,b1plot_size_2015_18,b1plot_size_2018_18,b1plot_status_2018_18,b1operation_stat_2018_18,b1landname_new_18,b1plot_type_2018_19,b1soil_type_2018_19,b1plot_size_2015_19,b1plot_size_2018_19,b1plot_status_2018_19,b1operation_stat_2018_19,b1landname_new_19,b1plot_type_2018_20,b1soil_type_2018_20,b1plot_size_2015_20,b1plot_size_2018_20,b1plot_status_2018_20,b1operation_stat_2018_20,b1landname_new_20,b1plot_type_2018_21,b1soil_type_2018_21,b1plot_size_2015_21,b1plot_size_2018_21,b1plot_status_2018_21,b1operation_stat_2018_21,b1landname_new_21,b1plot_type_2018_22,b1soil_type_2018_22,b1plot_size_2015_22,b1plot_size_2018_22,b1plot_status_2018_22,b1operation_stat_2018_22,b1landname_new_22,b1plot_type_2018_23,b1soil_type_2018_23,b1plot_size_2015_23,b1plot_size_2018_23,b1plot_status_2018_23,b1operation_stat_2018_23,b1landname_new_23,b1plot_type_2018_24,b1soil_type_2018_24,b1plot_size_2015_24,b1plot_size_2018_24,b1plot_status_2018_24,b1operation_stat_2018_24,b1landname_new_24,b1plot_type_2018_25,b1soil_type_2018_25,b1plot_size_2015_25,b1plot_size_2018_25,b1plot_status_2018_25,b1operation_stat_2018_25,b1landname_new_25,b1plot_type_2018_26,b1soil_type_2018_26,b1plot_size_2015_26,b1plot_size_2018_26,b1plot_status_2018_26,b1operation_stat_2018_26,b1landname_new_26,b1plot_type_2018_27,b1soil_type_2018_27,b1plot_size_2015_27,b1plot_size_2018_27,b1plot_status_2018_27,b1operation_stat_2018_27,b1landname_new_27,b1plot_type_2018_28,b1soil_type_2018_28,b1plot_size_2015_28,b1plot_size_2018_28,b1plot_status_2018_28,b1operation_stat_2018_28,b1landname_new_28,b1plot_type_2018_29,b1soil_type_2018_29,b1plot_size_2015_29,b1plot_size_2018_29,b1plot_status_2018_29,b1operation_stat_2018_29,b1landname_new_29,b1plot_type_2018_30,b1soil_type_2018_30,b1plot_size_2015_30,b1plot_size_2018_30,b1plot_status_2018_30,b1operation_stat_2018_30,b1landname_new_30,b1plot_type_2018_31,b1soil_type_2018_31,b1plot_size_2015_31,b1plot_size_2018_31,b1plot_status_2018_31,b1operation_stat_2018_31,b1landname_new_31,b1plot_type_2018_32,b1soil_type_2018_32,b1plot_size_2015_32,b1plot_size_2018_32,b1plot_status_2018_32,b1operation_stat_2018_32,b1landname_new_32,b1plot_type_2018_33,b1soil_type_2018_33,b1plot_size_2015_33,b1plot_size_2018_33,b1plot_status_2018_33,b1operation_stat_2018_33,b1landname_new_33,b1plot_type_2018_34,b1soil_type_2018_34,b1plot_size_2015_34,b1plot_size_2018_34,b1plot_status_2018_34,b1operation_stat_2018_34,b1landname_new_34,b1plot_type_2018_35,b1soil_type_2018_35,b1plot_size_2015_35,b1plot_size_2018_35,b1plot_status_2018_35,b1operation_stat_2018_35,b1landname_new_35,b1n_plot_2018,b1plot_roster_count
3608,Homestead,Loam,22.5,22.5,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Sandy,15,15,Plot is the same in both rounds,Own operated,Barir pashe(old land),Cultivable/arable land,,13,0,Sold,,Radtar pase(old land),Cultivable/arable land,,0,0,Others (specify),,Barir pashe(old land),Cultivable/arable land,,20,0,Mortgage out/ Rent,,Barir pashe jomi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
3609.2.1,Homestead,,0,0,Others (specify),,BOSAT VITA(old land),Homestead,Loam,2,2,Plot is the same in both rounds,Fallow,BOSAT VITA(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
3609.2.2,Homestead,,0,0,Others (specify),,Bosot vita(old land),Homestead,Loam,2,2,Plot is the same in both rounds,Fallow,Bosot vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
3614.1,Homestead,Sandy,14,14,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,,0,0,Others (specify),,Monohordi(old land),Cultivable/arable land,,12,0,Mortgage out/ Rent,,Monohordi(old land),Cultivable/arable land,Sandy,10,10,Plot is the same in both rounds,Rented/leased in/ for cash,Monihordi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
3614.2,Homestead,Sandy,14,14,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,,0,0,Others (specify),,Monohrdi(old land),Cultivable/arable land,,12,0,Mortgage out/ Rent,,Monohrdi(old land),Cultivable/arable land,Sandy,10,10,Plot is the same in both rounds,Rented/leased in/ for cash,Monohrdi(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4
3618.1,Homestead,Sandy-loam,0,2,Others (specify),Free of cost in,Bosot vita(old land),Cultivable/arable land,Clay-loam,45,45,Plot is the same in both rounds,Rented/leased in/ for cash,Mis kadit(old land),Homestead,Sandy-loam,1,1,Plot is the same in both rounds,Fallow,Bosot vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
3621,Homestead,Sandy-loam,4,4,Plot is the same in both rounds,Fallow,Bosot vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
3623.2,Homestead,Loam,13,6,Inherited or Household Split,Fallow,Bosot Vita(old land),Cultivable/arable land,Loam,10,10,Plot is the same in both rounds,Rented/leased in/ for cash,Barir Dokhie(old land),,,,,,,MOJIBURER JOMI(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
3625.2,Homestead,Loam,35,7,Inherited or Household Split,Fallow,Bosot vita(old land),Cultivable/arable land,,45,0,Inherited or Household Split,,Kisondi(old land),Cultivable/arable land,,13,0,Inherited or Household Split,,Kisondi(old land),Derelict pond,,10,0,Inherited or Household Split,,Pukur(old land),Cultivable/arable land,Loam,0,40,New Mortgage,Rented/leased in/ for cash,Krishdi bil(old land),,,,,,,Puskunir pare(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6
3627,Homestead,Loam,2,2,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Loam,0,18,New Mortgage,Rented/leased in/ for cash,CHOKE ER JOMI(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
3628,Homestead,Loam,17,17,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable/arable land,,0,0,Others (specify),,JOHORA TOLA(old land),Cultivable/arable land,Sandy,15,15,Plot is the same in both rounds,Rented/leased  out/cash,NODIR PAR(old land),Cultivable/arable land,Loam,12.5,12.5,Plot is the same in both rounds,Rented/leased  out/cash,SAKINA BARI(old land),Cultivable/arable land,Loam,9,9,Plot is the same in both rounds,Rented/leased  out/cash,RASTAR PARA(old land),Cultivable/arable land,Loam,8,8,Plot is the same in both rounds,Rented/leased  out/cash,RASTER PASE(old land),Cultivable/arable land,Clay-loam,10,10,Plot is the same in both rounds,Rented/leased  out/cash,KUBAN KHET(old land),Cultivable/arable land,Loam,5,5,Plot is the same in both rounds,Rented/leased  out/cash,MAlEKER KHET(old land),Waste/non-arable land,Sandy,10,10,Plot is the same in both rounds,Fallow,KIRER PAR(old land),Waste/non-arable land,Clay,2,2,Plot is the same in both rounds,Fallow,BILER JOMI(old land),Waste/non-arable land,Clay,2,2,Plot is the same in both rounds,Fallow,CHUNVITA(old land),Cultivable/arable land,Sandy,30,30,Plot is the same in both rounds,Rented/leased  out/cash,DOKKIN BOND(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,12
3630,Homestead,Clay-loam,17.5,17.5,Plot is the same in both rounds,Fallow,Bosot vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
3631.1,Homestead,Loam,3.5,2,Inherited or Household Split,Fallow,Bosot vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
3633.2,Homestead,Sandy-loam,22,4,Inherited or Household Split,Fallow,Bosot vaita(old land),Cultivable/arable land,,0,0,Others (specify),,Rastar pashe(old land),Cultivable/arable land,,0,0,Others (specify),,Hawtana(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
3635,Homestead,Loam,1.5,1.5,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Loam,0,1.5,New Purchase,Fallow,Barir pashe(old land),,,,,,,Barir pase jomi(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3
3637,Homestead,Loam,5,5,Plot is the same in both rounds,Fallow,Bosot vita(old land),,,,,,,Barir pase jaiga(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2
3642,Homestead,,0,0,Others (specify),,Bosot Vita(old land),Homestead,,4,0,Inherited or Household Split,,Bosot Vita(old land),Homestead,Clay-loam,0,1.5,New Mortgage,Fallow,Bosot Vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3
3647.1,Homestead,Loam,10,6,Inherited or Household Split,Fallow,Bosot Vita(old land),Cultivable/arable land,,0,0,Others (specify),,Nadir Didea(old land),Cultivable/arable land,,0,0,Others (specify),,Jangi(old land),Cultivable/arable land,,0,0,Others (specify),,Nodir Dike(old land),Cultivable/arable land,,0,0,Others (specify),,Dorgan(old land),Cultivable/arable land,,0,0,Others (specify),,Vatar kase(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6
3647.2,Homestead,Loam,10,4,Inherited or Household Split,Fallow,Bosot vita(old land),Cultivable/arable land,,15,0,Sold,,Nodir sidea(old land),Cultivable/arable land,,5,0,Sold,,Dangi(old land),Cultivable/arable land,,0,0,Others (specify),,Nodir sidea(old land),Cultivable/arable land,,0,0,Others (specify),,Dongan(old land),Cultivable/arable land,,0,0,Others (specify),,Vater kase(old land),Cultivable/arable land,Loam,10,10,Plot is the same in both rounds,Rented/leased in/crop share,Dangir dingaea(old land),Cultivable/arable land,Loam,5,5,Plot is the same in both rounds,Rented/leased in/crop share,Dangir Dingaea(old land),Cultivable/arable land,Loam,2.5,2.5,Plot is the same in both rounds,Rented/leased in/crop share,Dangir Dingaea(old land),Cultivable/arable land,Loam,2.5,2.5,Plot is the same in both rounds,Rented/leased in/crop share,Dangir Dingaea(old land),Cultivable/arable land,,10,0,Mortgage out/ Rent,,Nodir Sidea(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11
3648.1,Homestead,Sandy,27.5,15.5,Inherited or Household Split,Fallow,Bosot vita(old land),Cultivable/arable land,,0,0,Others (specify),,Longer khet(old land),Cultivable/arable land,,0,0,Others (specify),,Boro khet(old land),Cultivable/arable land,,0,0,Others (specify),,Longer(old land),Cultivable/arable land,,0,0,Others (specify),,Goptay(old land),Cultivable/arable land,,0,0,Others (specify),,Biller jomi(old land),Other residential/commercial plot,,0,0,Others (specify),,Chorer khet(old land),Other residential/commercial plot,,0,0,Others (specify),,Chorer khet(old land),Cultivable Pond,,0,0,Others (specify),,Pukur(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9
3648.2,Homestead,Sandy,27.5,5,Inherited or Household Split,Fallow,Bosot vita(old land),Cultivable/arable land,Sandy,0,24,New Purchase,Mortgaged in,Gonger khet(old land),Cultivable/arable land,Sandy,0,9,New Purchase,Fallow,Boro khet(old land),Cultivable/arable land,Sandy,0,9,New Purchase,Rented/leased  out/cash,Longer(old land),Bush/forest,Sandy,0,16,New Purchase,Fallow,Lopatay(old land),Cultivable/arable land,,0,0,Others (specify),,Biller khet(old land),Cultivable/arable land,,0,0,Others (specify),,Chorer(old land),Cultivable/arable land,,0,0,Others (specify),,Chorer(old land),Cultivable Pond,,0,0,Others (specify),,Pukur(old land),Garden (wood/Friut),Sandy,0,11,Others (specify),Fallow,Suder ghet(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10
3652,Homestead,,0,0,Others (specify),,Bosot vita(old land),Other residential/commercial plot,Loam,3.5,3.5,Plot is the same in both rounds,Rented/leased  out/cash,Eter vata(old land),Homestead,Sandy,11,11,Plot is the same in both rounds,Fallow,Bosot vita(old land),Garden (wood/Friut),Loam,4,4,Plot is the same in both rounds,Fallow,Kalo bagan(old land),Waste/non-arable land,Loam,0,3.5,New Purchase,Fallow,Rastar sata(old land),,,,,,,Purbo para eter vatar sathe(new land in SPIA BIHS 2024),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6
3654,Homestead,Sandy,4,4,Plot is the same in both rounds,Fallow,Bosot vita(old land),Cultivable/arable land,Loam,15,15,Plot is the same in both rounds,Rented/leased  out/cash,Biler jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Biler jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Biler jomi(old land),Cultivable/arable land,,0,0,Others (specify),,Biler jomi(old land),Cultivable/arable land,Loam,7,7,Plot is the same in both rounds,Fallow,Barir pashe(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6
3655,Homestead,Loam,16.5,16.5,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Homestead,Loam,0,3,Others (specify),Fallow,Purano vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2
3656,Homestead,Sandy-loam,23,23,Plot is the same in both rounds,Fallow,Bosot Vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
3657,Homestead,Loam,6,6,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable/arable land,Loam,14,14,Plot is the same in both rounds,Fallow,Barir pase(old land),Other residential/commercial plot,,0,0,Others (specify),,Et vata(old land),Other residential/commercial plot,Clay-loam,5,5,Plot is the same in both rounds,Rented/leased  out/cash,Et vata(old land),Other residential/commercial plot,Clay-loam,4,4,Plot is the same in both rounds,Rented/leased  out/cash,Et vata(old land),Other residential/commercial plot,Clay-loam,3,3,Plot is the same in both rounds,Rented/leased  out/cash,Et vata(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6
3661,Homestead,Clay-loam,4,4,Plot is the same in both rounds,Fallow,Bosot Vita(old land),Cultivable/arable land,Sandy-loam,35,35,Plot is the same in both rounds,Rented/leased in/ for cash,Gangkul(old land),Cultivable/arable land,Sandy-loam,35,17.5,Mortgage out/ Rent,Rented/leased in/ for cash,Majher jomi(old land),Cultivable/arable land,Loam,0,35,New Mortgage,Rented/leased in/ for cash,Nicher jomi(old land),Only for seed bed),Loam,0,2,New Mortgage,Rented/leased in/ for cash,Bij tola(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5
3664,Homestead,Sandy,4,4,Plot is the same in both rounds,Fallow,Bosot vita(old land),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
